course_title,skills,difficulty,rating,course_url,duration_hrs,platform,category
Programming in C++: A Hands-on Introduction Specialization,"computer science, computer programming, c++, object-oriented programming (oop), iteration, variables, conditionals, vectors, files, strings, functions, recursion",Beginner,4.6,https://www.coursera.org/specializations/hands-on-cpp,80.0,Coursera,Computer Science
User Interface Design Specialization,"usability, user interface design (ui design), design theory, user interface, user research, heuristic evaluation",Intermediate,4.6,https://www.coursera.org/specializations/user-interface-design,80.0,Coursera,Computer Science
Probabilistic Graphical Models  Specialization,"inference, bayesian network, belief propagation, graphical model, markov random field, gibbs sampling, markov chain monte carlo (mcmc), algorithms, expectation–maximization (em) algorithm",Intermediate,4.6,https://www.coursera.org/specializations/probabilistic-graphical-models,80.0,Coursera,Data Science
Object Oriented Programming in Java Specialization,"data structure, hash table, java programming, object-oriented programming (oop), algorithms, problem solving, string (computer science), cryptography, logic programming, sorting algorithm, trees (data structures), linked list",Intermediate,4.6,https://www.coursera.org/specializations/object-oriented-programming,100.0,Coursera,Computer Science
Microsoft Azure Fundamentals AZ-900 Exam Prep Specialization,"microsoft azure, cloud computing, cloud computing security, artificial intelligence, internet of things (iot), application design, cloud governance strategy, test preparation",Beginner,4.6,https://www.coursera.org/specializations/microsoft-azure-fundamentals-az-900,100.0,Coursera,Computer Science
Launching into Machine Learning,"tensorflow, bigquery, machine learning, data cleansing",Intermediate,4.6,https://www.coursera.org/learn/launching-machine-learning?specialization=machine-learning-tensorflow-gcp,17.0,Coursera,Data Science
Advanced Algorithms and Complexity,"python, linear programming (lp), np-completeness, dynamic programming",Advanced,4.6,https://www.coursera.org/learn/advanced-algorithms-and-complexity?specialization=data-structures-algorithms,27.0,Coursera,Computer Science
Natural Language Processing with Classification and Vector Spaces,"machine translation, word embeddings, locality-sensitive hashing, sentiment analysis, vector space models",Intermediate,4.6,https://www.coursera.org/learn/classification-vector-spaces-in-nlp?specialization=natural-language-processing,34.0,Coursera,Data Science
Smart Contracts,"cryptocurrency, blockchain, solidity, smart contract, remix ide",Intermediate,4.6,https://www.coursera.org/learn/smarter-contracts?specialization=blockchain,17.0,Coursera,Computer Science
"C++ Basic Structures: Vectors, Pointers, Strings, and Files","vectors, files, strings, c++, computer science",Intermediate,4.6,https://www.coursera.org/learn/cpp-basic-structures-vectors-pointers-strings-and-files?specialization=hands-on-cpp,9.0,Coursera,Computer Science
IBM Applied AI Professional Certificate,"data science, deep learning, artificial intelligence, jobs, machine learning, application programming interfaces (api), watson, python, data analysis, pandas, numpy, web application, application development, flask, artifical intelligence, watson ai, chatbot",Advanced,4.6,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,72.0,Coursera,Data Science
IBM Cybersecurity Analyst Professional Certificate,"information security analyst, it security analyst, security analyst, junior cybersecurity analyst",Advanced,4.6,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst,120.0,Coursera,Information Technology
IBM Data Engineering Professional Certificate,"relational database management syste (rdbms), etl & data pipelines, nosql and big data, apache spark, sql",Advanced,4.6,https://www.coursera.org/professional-certificates/ibm-data-engineer,200.0,Coursera,Information Technology
Data Structures,"binary search tree, priority queue, hash table, stack (abstract data type), list",Intermediate,4.6,https://www.coursera.org/learn/data-structures?specialization=data-structures-algorithms,24.0,Coursera,Computer Science
C Programming: Getting Started - 1,"computer programs/algorithms, computer programming, c programming",Beginner,4.6,https://www.coursera.org/learn/c-programming-getting-started?specialization=c-programming-linux,11.0,Coursera,Computer Science
Introduction to Big Data,"big data, apache hadoop, mapreduce, cloudera",Beginner,4.6,https://www.coursera.org/learn/big-data-introduction?specialization=big-data,17.0,Coursera,Data Science
Design and Build a Data Warehouse for Business Intelligence Implementation,"data warehousing, microstrategy, data warehouse, sql",Intermediate,4.6,https://www.coursera.org/learn/data-warehouse-bi-building?specialization=data-warehousing,13.0,Coursera,Data Science
Big Data Analysis with Scala and Spark,"scala programming, big data, apache spark, sql",Intermediate,4.6,https://www.coursera.org/learn/scala-spark-big-data?specialization=scala,27.0,Coursera,Computer Science
Principles of fMRI 1,"statistics, statistical analysis, statistical model, preprocessor",Intermediate,4.6,https://www.coursera.org/learn/functional-mri?specialization=computational-neuroscience,8.0,Coursera,Data Science
Deploying Machine Learning Models in Production,"tensorflow serving, model monitoring, model registries, machine learning operations (mlops), generate data protection regulation (gdpr)",Intermediate,4.6,https://www.coursera.org/learn/deploying-machine-learning-models-in-production,31.0,Coursera,Data Science
Algorithmic Toolbox,"dynamic programming, debugging, software testing, algorithms, computer programming",Intermediate,4.6,https://www.coursera.org/learn/algorithmic-toolbox,40.0,Coursera,Computer Science
Exploratory Data Analysis for Machine Learning,"artificial intelligence, machine learning, feature engineering, statistical hypothesis testing, exploratory data analysis",Intermediate,4.6,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning?specialization=ibm-intro-machine-learning,14.0,Coursera,Data Science
Econometrics: Methods and Applications,"linear regression, time series, econometrics, regression analysis",Intermediate,4.6,https://www.coursera.org/learn/erasmus-econometrics,66.0,Coursera,Data Science
Combinatorics and Probability,"random variable, probability interpretations, probability, combinatorics",Intermediate,4.6,https://www.coursera.org/learn/combinatorics?specialization=discrete-mathematics,23.0,Coursera,Computer Science
IBM Data Science Professional Certificate,"data science, deep learning, machine learning, big data, data mining, github, python, jupyter notebooks, rstudio, methodology, crisp-dm, data analysis, pandas, numpy, cloud databases, relational database management system (rdbms), sql, predictive modelling, data visualization, model selection, dashboards and charts, dash, matplotlib, scipy and scikit-learn, regression, classification, hierarchical clustering, jupyter notebook, data science methodology, k-means clustering",Advanced,4.6,https://www.coursera.org/professional-certificates/ibm-data-science,60.0,Coursera,Data Science
Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate,"information engineering, google cloud, bigquery, tensorflow, cloud computing",Advanced,4.6,https://www.coursera.org/professional-certificates/gcp-data-engineering,60.0,Coursera,Data Science
Preparing for Google Cloud Certification: Machine Learning Engineer Professional Certificate,"google cloud, machine learning, feature engineering, tensorflow, cloud computing",Advanced,4.6,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,140.0,Coursera,Information Technology
